QUBR ID,Region,Site,Stake added?,Leaves taken?,Name of recorder,Date,Notes/comments,Transcriber Initials,Transcriber notes/comments,Double checked?
QUBR_2022_0251,N,N/A,Y,Y,AMH,04/04/2024,,DTB,,Y
QUBR_2022_0252,N,N/A,Y,Y,AMH,04/04/2024,,DTB,,Y
QUBR_2022_0253,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0254,N,N/A,Y,Y,AK,04/04/2024,3 leaves taken,DTB,,Y
QUBR_2022_0255,N,N/A,Y,Y,AK,04/04/2024,3 leaves taken,DTB,,Y
QUBR_2022_0256,N,N/A,Y,Y,AK,04/04/2024,3 leaves taken,DTB,,Y
QUBR_2022_0257,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0258,N,N/A,Y,Y,AK,04/04/2024,3 leaves taken,DTB,,Y
QUBR_2022_0259,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0260,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0261,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0262,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0263,N,N/A,Y,Y,AK,04/04/2024,3 leaves taken,DTB,,Y
QUBR_2022_0264,N,N/A,Y,Y,AK,04/04/2024,3 leaves taken,DTB,,Y
QUBR_2022_0265,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0266,N,N/A,Y,Y,AK,04/04/2024,3 leaves taken,DTB,,Y
QUBR_2022_0267,E,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0268,N,N/A,Y,Y,AK,04/04/2024,3 leaves taken,DTB,,Y
QUBR_2022_0269,N,N/A,Y,Y,AK,04/04/2024,3 leaves taken,DTB,,Y
QUBR_2022_0270,N,N/A,Y,Y,AK,04/04/2024,3 leaves taken,DTB,,Y
QUBR_2022_0271,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0272,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0273,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0274,E,SD,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0275,N,N/A,Y,Y,AK,04/04/2024,3 leaves taken,DTB,,Y
QUBR_2022_0276,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0277,E,SD,Y,Y,AK,04/04/2024,3 leaves taken,DTB,,Y
QUBR_2022_0278,N,N/A,Y,Y,AK,04/04/2024,3 leaves taken,DTB,,Y
QUBR_2022_0279,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0280,N,N/A,Y,Y,AK,04/04/2024,1 leaf taken; big leaves,DTB,,Y
QUBR_2022_0281,E,EC,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0282,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0283,N,N/A,Y,Y,AK,04/04/2024,3 leaves taken,DTB,,Y
QUBR_2022_0284,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0285,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0286,N,N/A,Y,Y,AK,04/04/2024,3 leaves taken,DTB,,Y
QUBR_2022_0287,N,N/A,Y,Y,AK,04/04/2024,3 leaves taken,DTB,,Y
QUBR_2022_0288,W,SDo,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0289,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0290,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0291,W,N/A,Y,Y,AK,04/04/2024,3 leaves taken,DTB,handwriting unclear- could be N or W,Y
QUBR_2022_0292,N,N/A,Y,Y,AK,04/04/2024,3 leaves taken,DTB,,Y
QUBR_2022_0293,N,N/A,Y,Y,AK,04/04/2024,,DTB,handwriting unclear- could be N or W,Y
QUBR_2022_0294,E,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0295,N,N/A,Y,Y,AK,04/04/2024,,DTB,handwriting unclear- could be N or W,Y
QUBR_2022_0296,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0297,N,N/A,Y,Y,AK,04/04/2024,3 leaves taken,DTB,,Y
QUBR_2022_0298,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0299,N,N/A,Y,Y,AK,04/04/2024,3 leaves taken,DTB,,Y
QUBR_2022_0300,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0301,N,N/A,Y,Y,AK,04/04/2024,3 leaves taken,DTB,,Y
QUBR_2022_0302,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0303,N,N/A,Y,Y,AK,04/04/2024,1 leaf taken,DTB,,Y
QUBR_2022_0304,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0305,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0306,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0307,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0308,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0309,N,N/A,Y,Y,AK,04/04/2024,3 leaves taken,DTB,,Y
QUBR_2022_0310,N,LC,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0311,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0312,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0313,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0314,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0315,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0316,N,LC,Y,Y,AK,04/04/2024,3 leaves taken,DTB,,Y
QUBR_2022_0317,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0318,N,N/A,Y,Y,AK,04/04/2024,3 leaves taken,DTB,,Y
QUBR_2022_0319,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0320,N,N/A,Y,Y,AK,04/04/2024,3 leaves taken; sticker for envelope read 0020,DTB,,Y
QUBR_2022_0321,N,N/A,Y,Y,AK,04/04/2024,1 leaf taken,DTB,,Y
QUBR_2022_0322,N,N/A,Y,Y,AK,04/04/2024,3 leaves taken,DTB,,Y
QUBR_2022_0323,N,N/A,Y,Y,AK,04/04/2024,1 leaf taken; big leaves,DTB,,Y
QUBR_2022_0324,N,N/A,Y,Y,AK,04/04/2024,1 leaf taken; big leaves,DTB,,Y
QUBR_2022_0325,N,N/A,Y,Y,AK,04/04/2024,3 leaves taken,DTB,handwriting unclear- could be N or W,Y
QUBR_2022_0326,N,N/A,Y,Y,AK,04/04/2024,3 leaves taken,DTB,,Y
QUBR_2022_0327,N,N/A,Y,Y,AK,04/04/2024,3 leaves taken,DTB,,Y
QUBR_2022_0328,N,N/A,Y,Y,AK,04/04/2024,3 leaves taken,DTB,,Y
QUBR_2022_0329,N,N/A,Y,Y,AK,04/04/2024,1 leaf taken,DTB,,Y
QUBR_2022_0330,N,N/A,Y,Y,AK,04/04/2024,3 leaves taken,DTB,,Y
QUBR_2022_0331,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0332,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0333,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0334,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0335,E,EC,Y,Y,AK,04/04/2024,3 leaves taken,DTB,,Y
QUBR_2022_0336,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0337,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0338,E,SD,Y,Y,AK,04/04/2024,3 leaves taken,DTB,,Y
QUBR_2022_0339,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0340,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0341,N,N/A,Y,Y,AK,04/04/2024,3 leaves taken,DTB,,Y
QUBR_2022_0342,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0343,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0344,N,N/A,Y,Y,AK,04/04/2024,3 leaves taken,DTB,,Y
QUBR_2022_0345,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0346,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0347,N,N/A,Y,Y,AK,04/04/2024,3 leaves taken,DTB,,Y
QUBR_2022_0348,N,N/A,Y,Y,AK,04/04/2024,1 leaf taken,DTB,,Y
QUBR_2022_0349,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0350,N,N/A,Y,Y,AK,04/04/2024,3 leaves taken,DTB,,Y
QUBR_2022_0351,W,LB,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0352,N,N/A,Y,Y,AK,04/04/2024,3 leaves taken,DTB,,Y
QUBR_2022_0353,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0354,N,N/A,Y,Y,AK,04/04/2024,3 leaves taken,DTB,,Y
QUBR_2022_0355,N,N/A,Y,Y,AK,04/04/2024,3 leaves taken,DTB,,Y
QUBR_2022_0356,N,N/A,Y,Y,AK,04/04/2024,1 leaf taken; big leaves,DTB,,Y
QUBR_2022_0357,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0358,N,N/A,Y,Y,AK,04/04/2024,3 leaves taken,DTB,,Y
QUBR_2022_0359,N,N/A,Y,Y,AK,04/04/2024,1 leaf taken,DTB,,Y
QUBR_2022_0360,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0361,N,N/A,Y,Y,AK,04/04/2024,1 leaf taken,DTB,,Y
QUBR_2022_0362,N,LC,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0363,N,N/A,Y,Y,AK,04/04/2024,3 leaves taken,DTB,,Y
QUBR_2022_0364,N,N/A,Y,Y,AK,04/04/2024,3 leaves taken,DTB,,Y
QUBR_2022_0365,N,N/A,Y,Y,AK,04/04/2024,3 leaves taken,DTB,,Y
QUBR_2022_0366,N,N/A,Y,Y,AK,04/04/2024,3 leaves taken,DTB,,Y
QUBR_2022_0367,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0368,N,N/A,Y,Y,AK,04/04/2024,3 leaves taken,DTB,,Y
QUBR_2022_0369,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0370,N,N/A,Y,Y,AK,04/04/2024,3 leaves taken,DTB,,Y
QUBR_2022_0371,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0372,N,N/A,Y,Y,AK,04/04/2024,3 leaves taken,DTB,,Y
QUBR_2022_0373,N,N/A,Y,Y,AK,04/04/2024,3 leaves taken,DTB,,Y
QUBR_2022_0374,N,N/A,Y,Y,AK,04/04/2024,3 leaves taken,DTB,,Y
QUBR_2022_0375,N,N/A,Y,Y,AK,04/04/2024,3 leaves taken,DTB,,Y
QUBR_2022_0376,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0377,N,N/A,Y,Y,AK,04/04/2024,3 leaves taken,DTB,,Y
QUBR_2022_0378,E,SD,Y,Y,AK,04/04/2024,3 leaves taken,DTB,,Y
QUBR_2022_0379,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0380,N,LC,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0381,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0382,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0383,N,LM,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0384,N,N/A,Y,Y,AK,04/04/2024,3 leaves taken,DTB,,Y
QUBR_2022_0385,E,EC,Y,Y,AK,04/04/2024,1 leaf taken,DTB,,Y
QUBR_2022_0386,N,N/A,Y,Y,AK,04/04/2024,3 leaves taken,DTB,,Y
QUBR_2022_0387,N,N/A,Y,Y,AK,04/04/2024,3 leaves taken,DTB,,Y
QUBR_2022_0388,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0389,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0390,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0391,N,N/A,Y,Y,AK,04/04/2024,1 leaf taken,DTB,,Y
QUBR_2022_0392,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0393,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0394,N,LM,Y,Y,AK,04/04/2024,3 leaves taken,DTB,,Y
QUBR_2022_0395,N,N/A,Y,Y,AK,04/04/2024,3 leaves taken,DTB,,Y
QUBR_2022_0396,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0397,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0398,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0399,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0400,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0401,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0402,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0403,N,N/A,Y,N,AK,04/04/2024,Dead; no leaves taken; some small growth,DTB,,Y
QUBR_2022_0404,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0405,E,SD,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0406,N,N/A,Y,Y,AK,04/04/2024,3 leaves taken,DTB,,Y
QUBR_2022_0407,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0408,N,N/A,Y,Y,AK,04/04/2024,3 leaves taken,DTB,,Y
QUBR_2022_0409,N,N/A,Y,Y,AK,04/04/2024,3 leaves taken,DTB,,Y
QUBR_2022_0410,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0411,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0412,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0413,N,N/A,Y,Y,AK,04/04/2024,,DTB,,Y
QUBR_2022_0414,N,LM,Y,Y,AMH,04/06/2024,Santiago,DTB,,Y
QUBR_2022_0415,E,N/A,Y,Y,AMH,04/06/2024,1 leaf taken,DTB,,Y
QUBR_2022_0416,E,N/A,Y,Y,AMH,04/06/2024,,DTB,,Y
QUBR_2022_0417,N,LC,Y,Y,AMH,04/06/2024,,DTB,,Y
QUBR_2022_0418,E,N/A,Y,Y,AMH,04/06/2024,,DTB,,Y
QUBR_2022_0419,E,N/A,Y,Y,AMH,04/06/2024,,DTB,,Y
QUBR_2022_0420,E,N/A,Y,Y,AMH,04/06/2024,,DTB,,Y
QUBR_2022_0421,E,N/A,Y,Y,AMH,04/06/2024,1 leaf taken; small leaves,DTB,,Y
QUBR_2022_0422,E,N/A,Y,Y,AMH,04/06/2024,,DTB,,Y
QUBR_2022_0423,E,N/A,Y,Y,AMH,04/06/2024,,DTB,,Y
QUBR_2022_0424,E,N/A,Y,Y,AMH,04/06/2024,,DTB,,Y
QUBR_2022_0425,E,N/A,Y,Y,AMH,04/06/2024,,DTB,,Y
QUBR_2022_0426,E,N/A,Y,Y,AMH,04/06/2024,,DTB,,Y
QUBR_2022_0427,E,N/A,Y,Y,AMH,04/06/2024,,DTB,,Y
QUBR_2022_0428,E,SD,Y,Y,AMH,04/06/2024,1 leaf taken; big leaves,DTB,,Y
QUBR_2022_0429,E,N/A,N,N,AMH,04/06/2024,1 leaf,DTB,"leaves taken' is left blank, but notes say '1 leaf' was taken?",Y
QUBR_2022_0430,E,N/A,N,N,AMH,04/06/2024,no leaves,DTB,,Y
QUBR_2022_0431,E,N/A,Y,Y,AMH,04/06/2024,1/2 leaf,DTB,"unclear what the '1/2 leaf' notation means- leaves were collected, 1 was maybe smaller/larger than other?",Y
QUBR_2022_0432,E,N/A,Y,Y,AMH,04/06/2024,2 leaves taken; small leaves,DTB,,Y
QUBR_2022_0433,E,N/A,Y,Y,AMH,04/06/2024,3 leaves taken; small leaves,DTB,,Y
QUBR_2022_0434,N,LM,Y,Y,AMH,04/06/2024,1.5 leaves taken,DTB,,Y
QUBR_2022_0435,E,N/A,Y,Y,AMH,04/06/2024,,DTB,,Y
QUBR_2022_0436,E,N/A,Y,Y,AMH,04/06/2024,,DTB,,Y
QUBR_2022_0437,E,N/A,Y,Y,AMH,04/06/2024,2 leaves taken; small leaves,DTB,,Y
QUBR_2022_0438,W,N/A,Y,Y,AMH,04/06/2024,,DTB,,Y
QUBR_2022_0439,N,LM,Y,Y,AMH,04/06/2024,,DTB,,Y
QUBR_2022_0440,E,N/A,Y,Y,AMH,04/06/2024,,DTB,,Y
QUBR_2022_0441,E,SD,Y,Y,AMH,04/06/2024,,DTB,,Y
QUBR_2022_0442,E,N/A,Y,Y,AMH,04/06/2024,,DTB,,Y
QUBR_2022_0443,E,N/A,Y,Y,AMH,04/06/2024,1 leaf taken,DTB,,Y
QUBR_2022_0444,E,N/A,Y,Y,AMH,04/06/2024,,DTB,,Y
QUBR_2022_0445,E,N/A,Y,Y,AMH,04/06/2024,1 leaf taken,DTB,,Y
QUBR_2022_0446,E,N/A,Y,Y,AMH,04/06/2024,,DTB,,Y
QUBR_2022_0447,E,N/A,Y,Y,AMH,04/06/2024,,DTB,,Y
QUBR_2022_0448,N,LC,Y,Y,AMH,04/06/2024,1 leaf taken,DTB,,Y
QUBR_2022_0449,E,N/A,Y,Y,AMH,04/06/2024,,DTB,,Y
QUBR_2022_0450,E,N/A,Y,Y,AMH,04/06/2024,1 leaf taken,DTB,,Y
QUBR_2022_0451,E,N/A,Y,Y,AMH,04/06/2024,,DTB,,Y
QUBR_2022_0452,E,N/A,Y,Y,AMH,04/06/2024,,DTB,,Y
QUBR_2022_0453,E,N/A,Y,Y,AMH,04/06/2024,,DTB,,Y
QUBR_2022_0454,E,N/A,Y,Y,AMH,04/06/2024,,DTB,,Y
QUBR_2022_0455,E,N/A,Y,Y,AMH,04/06/2024,,DTB,,Y
QUBR_2022_0456,W,SDo,Y,Y,AMH,04/06/2024,,DTB,,Y
QUBR_2022_0457,E,N/A,Y,Y,AMH,04/06/2024,,DTB,,Y
QUBR_2022_0458,E,N/A,Y,Y,AMH,04/06/2024,3 leaves taken,DTB,,Y
QUBR_2022_0459,E,EC,Y,Y,AMH,04/06/2024,,DTB,,Y
QUBR_2022_0460,E,N/A,Y,Y,AMH,04/06/2024,1 leaf taken,DTB,,Y
QUBR_2022_0461,E,N/A,Y,Y,AMH,04/06/2024,,DTB,,Y
QUBR_2022_0462,E,N/A,Y,Y,AMH,04/06/2024,3 leaves taken,DTB,,Y
QUBR_2022_0463,E,N/A,Y,Y,AMH,04/06/2024,1 leaf taken,DTB,,Y
QUBR_2022_0464,E,N/A,Y,Y,AMH,04/06/2024,2 leaves taken; small leaves,DTB,,Y
QUBR_2022_0465,E,N/A,Y,Y,AMH,04/06/2024,,DTB,,Y
QUBR_2022_0466,E,N/A,Y,Y,AMH,04/06/2024,1 leaf taken,DTB,,Y
QUBR_2022_0467,W,SDo,Y,Y,AMH,04/06/2024,2 leaves taken; 1 small leaf; 1 medium leaf,DTB,,Y
QUBR_2022_0468,E,N/A,Y,Y,AMH,04/06/2024,1 leaf taken,DTB,,Y
QUBR_2022_0469,E,N/A,Y,Y,AMH,04/06/2024,,DTB,,Y
QUBR_2022_0470,E,N/A,Y,Y,AMH,04/06/2024,,DTB,,Y
QUBR_2022_0471,N,LM,Y,Y,AMH,04/06/2024,,DTB,,Y
QUBR_2022_0472,E,SD,Y,Y,AMH,04/06/2024,1 leaf taken,DTB,,Y
QUBR_2022_0473,E,N/A,Y,Y,AMH,04/06/2024,,DTB,,Y
QUBR_2022_0474,E,N/A,Y,Y,AMH,04/06/2024,,DTB,,Y
QUBR_2022_0475,E,N/A,Y,Y,AMH,04/06/2024,1 leaf taken,DTB,,Y
QUBR_2022_0476,N,LC,Y,N,AMH,04/06/2024,No leaves taken; too small,DTB,,Y
QUBR_2022_0477,E,SD,Y,Y,AMH,04/06/2024,3 leaves taken; small leaves,DTB,,Y
QUBR_2022_0478,N,LM,Y,Y,AMH,04/06/2024,,DTB,,Y
QUBR_2022_0479,E,N/A,Y,Y,AMH,04/06/2024,1 leaf taken,DTB,,Y
QUBR_2022_0480,E,N/A,Y,Y,AMH,04/06/2024,1 leaf taken,DTB,,Y
QUBR_2022_0481,W,SDo,Y,Y,AMH,04/06/2024,,DTB,,Y
QUBR_2022_0482,E,N/A,Y,Y,AMH,04/06/2024,1 leaf taken,DTB,,Y
QUBR_2022_0483,E,N/A,Y,Y,AMH,04/06/2024,1 leaf taken,DTB,,Y
QUBR_2022_0484,E,EC,Y,Y,AMH,04/06/2024,,DTB,,Y
QUBR_2022_0485,N,LM,Y,Y,AMH,04/06/2024,,DTB,,Y
QUBR_2022_0486,N,LM,Y,Y,AMH,04/06/2024,,DTB,,Y
QUBR_2022_0487,E,EC,Y,Y,AMH,04/06/2024,,DTB,,Y
QUBR_2022_0488,E,N/A,Y,Y,AMH,04/06/2024,,DTB,,Y
QUBR_2022_0489,E,N/A,Y,Y,AMH,04/06/2024,2 leaves taken; small leaves,DTB,,Y
QUBR_2022_0490,E,N/A,Y,Y,AMH,04/06/2024,2 leaves taken; large leaves,DTB,,Y
QUBR_2022_0491,E,N/A,Y,Y,AMH,04/06/2024,,DTB,,Y
QUBR_2022_0492,E,N/A,Y,Y,AMH,04/06/2024,,DTB,,Y
QUBR_2022_0493,E,N/A,Y,Y,AMH,04/06/2024,,DTB,,Y
QUBR_2022_0494,E,EC,Y,Y,AMH,04/06/2024,1 leaf taken,DTB,,Y
QUBR_2022_0495,E,N/A,Y,Y,AMH,04/06/2024,,DTB,,Y
QUBR_2022_0496,E,EC,Y,Y,AMH,04/06/2024,2 leaves taken; small leaves,DTB,,Y
QUBR_2022_0497,E,N/A,Y,Y,AMH,04/06/2024,1.5 leaves taken,DTB,,Y
QUBR_2022_0498,E,N/A,Y,Y,AMH,04/06/2024,1 leaf taken,DTB,,Y
QUBR_2022_0499,W,LB,Y,Y,AMH,04/06/2024,,DTB,,Y
QUBR_2022_0500,E,N/A,Y,Y,AMH,04/06/2024,,DTB,,Y
QUBR_2022_0501,E,N/A,Y,Y,AMH,04/06/2024,1 leaf taken,DTB,,Y
QUBR_2022_0502,E,N/A,Y,Y,AMH,04/06/2024,1.5 leaves taken,DTB,,Y
QUBR_2022_0503,E,N/A,Y,Y,AMH,04/06/2024,1 leaf taken,DTB,,Y
QUBR_2022_0504,E,SD,Y,Y,AMH,04/06/2024,,DTB,,Y
QUBR_2022_0505,E,SD,Y,Y,AMH,04/06/2024,,DTB,,Y
QUBR_2022_0506,E,EC,Y,Y,AMH,04/06/2024,2 leaves taken; big leaves,DTB,,Y
QUBR_2022_0507,E,N/A,Y,Y,AMH,04/06/2024,,DTB,,Y
QUBR_2022_0508,E,N/A,Y,Y,AMH,04/06/2024,1 leaf taken,DTB,,Y
QUBR_2022_0509,E,N/A,Y,Y,AMH,04/06/2024,1.5 leaves taken,DTB,,Y
QUBR_2022_0510,E,N/A,Y,Y,AMH,04/06/2024,1 leaf taken; big leaves,DTB,,Y
QUBR_2022_0511,E,N/A,Y,Y,AMH,04/06/2024,,DTB,,Y
QUBR_2022_0512,E,N/A,Y,Y,AMH,04/06/2024,,DTB,,Y
QUBR_2022_0513,W,SDo,Y,N,AMH,04/06/2024,No leaves taken; too small,DTB,,Y
QUBR_2022_0514,E,N/A,Y,Y,AMH,04/06/2024,,DTB,,Y
QUBR_2022_0515,E,N/A,Y,Y,AMH,04/06/2024,,DTB,,Y
QUBR_2022_0516,,N/A,N,N,AMH,04/06/2024,No leaves taken; too small,DTB,,Y
